11398	395937	3
11399	59733	3
114	1802734	1
1140	285268	2
11400	1679494	2
11401	1493872	3
11402	297244	2
11403	297244	2
11404	311333	1
11405	445961	1
11406	95618	1
11407	1233950	1
11408	1500282	1
11409	1500286	1
1141	304077	3
11410	1500290	1
11411	1500292	1
11412	1500288	1
11413	1500294	1
11414	1500298	1
11415	1500283	1
11416	878220	1
11417	885586	1
11418	1674291	1
11419	1705393	1
1142	979970	1
11420	1735672	1
11421	1736361	1
11422	1736366	1
11423	1736289	1
11424	1736367	1
11425	2183928	1
11426	1664318	1
11427	2015076	1
11428	1946323	1
11429	1946324	1
1143	1339253	1
11430	2035213	1
11431	1033900	1
11432	1827290	1
11433	253	2
11434	1862702	1
11435	2258963	1
11436	2258962	1
11437	2035214	1
11438	2478663	1
11439	2487066	1
1144	1076594	3
11440	2487065	1
11441	2487064	1
11442	2487063	1
11443	713556	1
11444	713551	1
11445	2583211	1
11446	1807141	1
11447	2606431	1
11448	1573582	1
11449	2608340	1
1145	1076594	1
11450	2838877	1
11451	2715754	1
11452	2735912	1
11453	2773453	1
11454	2800328	1
11455	2797638	1
11456	2787626	1
11457	2819143	1
11458	2853434	1
11459	1871047	1
1146	146474	7
11460	1500287	1
11461	1907397	1
11462	1932669	2
11463	2675057	1
11464	2730404	1
11465	311334	1
11466	295069	1
11467	1141221	2
11468	363331	1
